Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Buzzman," $5,000+ ",None,$50 - $99,50 - 249,"Paris,",None,https://clutch.co/profile/buzzman,http://www.buzzman.eu/en/home/,newbizz@buzzman.tv,"
015.860.3610 "
MGH," $5,000+ ",None,$100 - $149,50 - 249,"Owings,",MD,https://clutch.co/profile/mgh,http://mghus.com/,info@mghus.com,"
410.902.5000 "
Webcom Media," $5,000+ ",None,$100 - $149,50 - 249,"Minsk,",None,https://clutch.co/profile/webcom-media,https://www.promo-webcom.by/,info@promo-webcom.by,"
+375.172.923.456 "
Pazarlama Trkiye," $10,000+ ",None,$100 - $149,50 - 249,"mraniye,",None,https://clutch.co/profile/pazarlama-t%C3%BCrkiye,https://pazarlamaturkiye.com,ozgur@pazarlamaturkiye.com,"
 "
Croud," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/croud,https://croud.com,info@croud.co.uk,"
+44 (0)20.8017.7723 "
Champions (UK) plc," $10,000+ ",None,$150 - $199,50 - 249,"Loughborough,",None,https://clutch.co/profile/champions-uk-plc,http://championsukplc.com/,info@championsukplc.com,"
08453.31.30.31 "
MMT Digital," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/mmt-digital,https://www.mmtdigital.co.uk/,hello@mmtdigital.co.uk,"
+44 (0)2 072.425.698 "
Lab," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/lab,https://lab.co.uk/,hello@lab.co.uk,"
+44 20.7183.6668 "
BWP Group Ltd," $10,000+ ",None,$150 - $199,50 - 249,"Marlow,",None,https://clutch.co/profile/bwp-group,https://bwpgroup.com/,info@bwpgroup.com,"
+44 (0)1628.625900 "
NMPi," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/nmpi,https://nmpidigital.com,info@nmpidigital.com,"
+44 (0) 20.7186.2100 "
Found.," $5,000+ ",None,$100 - $149,50 - 249,"London,",None,https://clutch.co/profile/found,https://www.found.co.uk/,info@found.co.uk,"
0845 527 0755 "
Young & Laramore," $5,000+ ",None,$100 - $149,50 - 249,"Indianapolis,",IN,https://clutch.co/profile/young-laramore,https://yandl.com/,,"
+1.317.264.8000 "
Vintage Marketing," $5,000+ ",None,$100 - $149,2 - 9,"Cornelius,",NC,https://clutch.co/profile/vintage-marketing,http://www.vintagemarketing.com/,solutions@vintagemarketing.com,"
704.895.5333 "
Ask Jennyfer," $5,000+ ",None,$100 - $149,2 - 9,"Detroit,",MI,https://clutch.co/profile/ask-jennyfer,https://askjennyfer.com/,info@askjennyfer.com,"
+1.877.873.5307 "
Stokefire," $10,000+ ",None,$100 - $149,2 - 9,"Alexandria,",VA,https://clutch.co/profile/stokefire,http://www.stokefire.com/,tate@stokefire.com,"
571.283.3837 "
360 Branding & Communications," $5,000+ ",None,$100 - $149,2 - 9,"Boston,",MA,https://clutch.co/profile/360-branding-communications,http://360comm.com,info@360comm.com,"
+1.0617.391.2500 "
Coates Kokes," $10,000+ ",None,$150 - $199,10 - 49,"Portland,",OR,https://clutch.co/profile/coates-kokes,http://coateskokes.com/,info@coateskokes.com,"
503.241.1124 "
Frause," $10,000+ ",None,$100 - $149,10 - 49,"Seattle,",WA,https://clutch.co/profile/frause,http://www.frause.com/#/panel_1/,bfrause@frause.com,"
360.221.1760 "
Grant Marketing," $5,000+ ",None,$100 - $149,10 - 49,"Boston,",MA,https://clutch.co/profile/grant-marketing,https://www.grantmarketing.com/,info@grantmarketing.com,"
857.305.3382 "
The Monogram Group," $10,000+ ",None,$100 - $149,10 - 49,"Chicago,",IL,https://clutch.co/profile/monogram-group,http://www.monogramgroup.com/,smarkman@monogramgroup.com,"
312.726.4300 "
"Adclick, JSC"," $5,000+ ",None,$100 - $149,2 - 9,"Vilnius,",None,https://clutch.co/profile/adclick-jsc,http://www.adclick.lt/,info@adclick.lt,"
+370.5.273.00.65 "
IAKI," $5,000+ ",None,$100 - $149,50 - 249,"Milan,",None,https://clutch.co/profile/iaki,https://www.iaki.it/,citofona@iaki.it,"
+39.02.3658.1400 "
MP&F Public Relations," $10,000+ ",None,$100 - $149,50 - 249,"Nashville,",TN,https://clutch.co/profile/mpf-public-relations,http://mpf.com,info@mpf.com,"
(615) 259.4000 "
Design At Work," $5,000+ ",None,$50 - $99,50 - 249,"Houston,",TX,https://clutch.co/profile/design-work,https://www.designatwork.com/,john@designatwork.com,"
832.200.8200 "
LevLane Advertising," $10,000+ ",None,$150 - $199,50 - 249,"Philadelphia,",PA,https://clutch.co/profile/levlane-advertising,https://www.levlane.com/#toggle-id-1,dlane@levlane.com,"
215.825.9600 "
Tierney," $10,000+ ",None,$150 - $199,50 - 249,"Philadelphia,",PA,https://clutch.co/profile/tierney,http://hellotierney.com/,MWatson@tierneyagency.com,"
215.790.4100 "
Fold7," $10,000+ ",None,$150 - $199,50 - 249,"Farringdon,",None,https://clutch.co/profile/fold7,http://fold7.com/,hello@fold7.com,"
207.251.0101 "
Panama Werbeagentur," $5,000+ ",None,$25 - $49,50 - 249,"Stuttgart,",None,https://clutch.co/profile/panama-werbeagentur,https://www.panama.de/en/,r.kurr@panama.de,"
+49.711.248.924x0 "
K-MB," $5,000+ ",None,$25 - $49,50 - 249,"Berlin,",None,https://clutch.co/profile/k-mb,https://www.k-mb.de/en/,info@k-mb.de,"
+49.30.695.972.80 "
BWR Public Relations," $10,000+ ",None,$100 - $149,50 - 249,"Beverly Hills,",CA,https://clutch.co/profile/bwr-public-relations,http://bwr-pr.com/,info@bwr-pr.com,"
310.550.7776 "
Meers," $10,000+ ",None,$100 - $149,50 - 249,"Kansas City,",MO,https://clutch.co/profile/meers,https://meers.com/,samm@meers.com,"
816.474.2920 "
Bradley and Montgomery," $10,000+ ",None,$100 - $149,50 - 249,"Indianapolis,",IN,https://clutch.co/profile/bradley-montgomery,https://bamideas.com/,,"
317.423.1745 "
Insignia," $5,000+ ",None,$50 - $99,50 - 249,"Krakw ,",None,https://clutch.co/profile/insignia-0,http://insignia.pl/,office@insignia.pl,"
4812.625.4744 "
GS&F," $10,000+ ",None,$150 - $199,50 - 249,"Nashville,",TN,https://clutch.co/profile/gsf,http://www.gsandf.com/,newbusiness@gsandf.com,"
615.385.1100 "
French | West | Vaughan," $10,000+ ",None,$100 - $149,50 - 249,"Raleigh,",NC,https://clutch.co/profile/french-west-vaughan,http://www.fwv-us.com/,sestes@fwv-us.com,"
919.832.6300 "
Jackson Spalding," $10,000+ ",None,$100 - $149,50 - 249,"Atlanta,",GA,https://clutch.co/profile/jackson-spalding,http://www.jacksonspalding.com/,atlanta@jacksonspalding.com,"
404.724.2500 "
The Zimmerman Agency," $10,000+  ",None,$100 - $149,50 - 249,"Tallahassee,",FL,https://clutch.co/profile/zimmerman-agency,http://www.zimmerman.com,info@zimmerman.com,"
850.877.8896 "
The Specialist Works," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/specialist-works,https://www.thespecialistworks.com/,info@thespecialistworks.com,"
+44 (0) 20.7539.6100 "
equimedia," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/equimedia,https://www.equimedia.co.uk/,new.business@equimedia.co.uk,"
+44 1793.715440 "
Superdream," $10,000+ ",None,$150 - $199,50 - 249,"Bromsgrove,",None,https://clutch.co/profile/superdream,https://www.superdream.com/,hello@superdream.co.uk,"
+44 1527.573770 "
Brandwidth," $10,000+  ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/brandwidth,https://brandwidth.com/,contact@brandwidth.com,"
+44 203.0111.260 "
Something Big," $10,000+ ",None,$150 - $199,50 - 249,"Woking,",None,https://clutch.co/profile/something-big,http://somethingbig.co.uk/,hello@somethingbig.co.uk,"
+44.1483.746650 "
Brass," $10,000+ ",None,$150 - $199,50 - 249,"Leeds,",None,https://clutch.co/profile/brass,http://www.brassagency.com/,hello@brassagency.com,"
+44 113.230.4000 "
Space and Time Media," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/space-time-media,https://www.spaceandtime.co.uk,hello@spaceandtime.co.uk,"
0203.757.9500 "
Peter Mayer," $10,000+ ",None,$100 - $149,50 - 249,"New Orleans,",LA,https://clutch.co/profile/peter-mayer,https://www.peteramayer.com/,newbiz@peteramayer.com,"
504.581.7191 "
The Bloc," $10,000+ ",None,$150 - $199,50 - 249,"New York ,",NY,https://clutch.co/profile/bloc,https://www.thebloc.com,jmatthews@thebloc.com,"
212.524.6200 "
Jotabequ," $10,000+ ",None,$50 - $99,50 - 249,"San Jos,",None,https://clutch.co/profile/jotabequ,http://www.jotabequ.com,contacto@jotabequ.com,"
 "
Remarkable Group," $10,000+ ",None,$150 - $199,50 - 249,"Winchester,",None,https://clutch.co/profile/remarkable-group,https://remarkablegroup.co.uk/,info@remarkablegroup.co.uk,"
01962.893.893 "
Dalziel and Pow," $10,000+ ",None,$150 - $199,50 - 249,"London ,",None,https://clutch.co/profile/dalziel-pow,http://www.dalziel-pow.com/,info@dalziel-pow.com,"
44.20.7837.7117 "
Firefly Communications," $10,000+ ",None,$150 - $199,50 - 249,"London ,",None,https://clutch.co/profile/firefly-communications,http://www.fireflycomms.com,hello@fireflycomms.com,"
+44 0203.8613.600 "
Southpaw," $10,000+ ",None,$150 - $199,50 - 249,"Tunbridge Wells,",None,https://clutch.co/profile/southpaw,http://www.southpawagency.com/,sayhello@southpawagency.com,"
189.251.7777 "
Doremus," $10,000+ ",None,$100 - $149,50 - 249,"New York,",NY,https://clutch.co/profile/doremus,https://www.doremus.com/,,"
1.212.366.3000 "
"Spiralytics, Inc."," $10,000+ ",None,$150 - $199,50 - 249,"Nottingham,",None,https://clutch.co/profile/spiralytics,https://www.spiralytics.com/,spiralytics@gmail.com,"
978.7089 "
Archant Dialogue," $10,000+ ",None,$150 - $199,50 - 249,None,None,https://clutch.co/profile/archant-dialogue,http://www.archantdialogue.co.uk/,info@archantdialogue.co.uk,"
44.01603.664242 "
Zehnder Communications," $10,000+ ",None,$100 - $149,50 - 249,"New Orleans,",LA,https://clutch.co/profile/zehnder-communications,http://www.z-comm.com/,nola@z-comm.com,"
504.558.7778 "
Bloxx," $10,000+ ",None,$150 - $199,50 - 249,"Edinburgh,",None,https://clutch.co/profile/bloxx,http://www.bloxx.com,enquiries@bloxx.com,"
+44.017.8422.5500 "
Sunday," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/sunday,http://wearesunday.com/,hello@wearesunday.com,"
+44.207.871.6760 "
 InstaCarma," $5,000+ ",None,$50 - $99,50 - 249," Los Angeles ,",CA,https://clutch.co/profile/instacarma,https://www.instacarma.com/,info@instacarma.com,"
+1.800.653.2082 "
Bailey Lauerman," $5,000+ ",None,$100 - $149,50 - 249,"Omaha,",NE,https://clutch.co/profile/bailey-lauerman,https://www.baileylauerman.com/,info@baileylauerman.com,"
+1.402.514.9400 "
Chandelier Creative," $5,000+ ",None,$50 - $99,50 - 249,"New York,",NY,https://clutch.co/profile/chandelier-creative,https://www.chandeliercreative.com/,coffee@chandeliercreative.com,"
+1.212.620.5252 "
Walton Isaacson," $10,000+ ",None,$100 - $149,50 - 249,"Chicago,",IL,https://clutch.co/profile/walton-isaacson,https://www.waltonisaacson.com/,hello@waltonisaacson.com,"
323.677.5300 "
Hot Click Marketing," $10,000+ ",None,$150 - $199,2 - 9,"Manchester,",None,https://clutch.co/profile/hot-click-marketing,https://www.hotclickmarketing.co.uk/,info@hotclickmarketing.co.uk,"
+44.161.870.2580 "
NOUS," $5,000+ ",None,$100 - $149,10 - 49,"Brisbane,",None,https://clutch.co/profile/nous,https://nous.com.au/,hello@nous.com.au,"
073.003.0722 "
Brave Brain," $5,000+ ",None,$25 - $49,10 - 49,"Krakw,",None,https://clutch.co/profile/brave-brain,http://bravebrain.pl,biuro@bravebrain.pl,"
12 252 75 00 "
Benson Marketing Group," $10,000+ ",None,$100 - $149,10 - 49,"Napa,",CA,https://clutch.co/profile/benson-marketing-group,http://bensonmarketing.com/,peron@bensonmarketing.com,"
+1.707.254.9292 "
MDB Communications," $10,000+ ",None,$150 - $199,10 - 49,"Washington,",DC,https://clutch.co/profile/mdb-communications,http://www.mdbcomm.com/,info@mdbcomm.com,"
202-835-0774 "
Daksha Digitas, Undisclosed,None,None,10 - 49,"Mohali,",None,https://clutch.co/profile/daksha-digitas,https://www.dakshadigitas.com/,dakshadigitas@gmail.com,"
+ 987 242 6371 "
Digital Aptitude," $5,000+ ",None,$100 - $149,10 - 49,"Portland,",OR,https://clutch.co/profile/digital-aptitude,http://www.digitalaptitude.com/,team@madfishdigital.com,"
503.935.5222 "
Protobrand," $5,000+ ",None,$100 - $149,10 - 49,"Boston,",MA,https://clutch.co/profile/protobrand,http://www.protobrand.com,info@protobrand.com,"
+1.061.7267.1400 "
Blue Advertising," $10,000+ ",None,$150 - $199,2 - 9,"Washington,",DC,https://clutch.co/profile/blue-advertising,https://www.blueadvertising.com/#home-top,info@blueadvertising.com,"
202.905.0710 "
Razorfish Health," $5,000+ ",None,$100 - $149,50 - 249,"Philadelphia,",PA,https://clutch.co/profile/razorfish-health,http://www.razorfishhealth.com/,info@razorfishhealth.com,"
267.295.7100 "
Copacino + Fujikado," $10,000+ ",None,$150 - $199,50 - 249,"Seattle,",WA,https://clutch.co/profile/copacino-fujikado,http://www.copacino.com/,,"
206.467.6610 "
GreenRubino," $5,000+ ",None,$50 - $99,50 - 249,"Seattle,",WA,https://clutch.co/profile/greenrubino,http://www.greenrubino.com,info@greenrubino.com,"
206.447.4747 "
Rational Interaction," $5,000+ ",None,$50 - $99,50 - 249,"Seattle,",WA,https://clutch.co/profile/rational-interaction,http://www.rationalagency.com/,hello@rationalagency.com,"
(206) 623.1873 "
TVGla," $5,000+ ",None,$150 - $199,50 - 249,"Los Angeles,",CA,https://clutch.co/profile/tvgla,http://www.tvgla.com,info@tvgla.com,"
310.823.1800 "
ID Public Relations," $10,000+ ",None,$100 - $149,50 - 249,"Los Angeles,",CA,https://clutch.co/profile/id-public-relations,http://www.id-pr.com/,info@id-pr.com,"
323.822.4800 "
Wednesday," $10,000+ ",None,$150 - $199,50 - 249,"New York,",NY,https://clutch.co/profile/wednesday,https://wednesdayagency.com/,newyork@wednesdayagency.com,"
646.476.3053 "
OH Partners," $10,000+ ",None,$150 - $199,50 - 249,"Phoenix,",AZ,https://clutch.co/profile/oh-partners,https://ohpartners.com/#whyoh,info@ohpartners.com,"
602.254.5159 "
Leopard," $10,000+ ",None,$100 - $149,50 - 249,"Denver,",CO,https://clutch.co/profile/leopard,https://www.leopard.com,info@leopard.com,"
303.527.2900 "
"31,000 FT"," $10,000+ ",None,None,2 - 9,"Addison,",TX,https://clutch.co/profile/31000-ft,http://www.31000ft.net/,CARTER@31000FT.NET,"
1.972.818.3131 "
Holdens," $10,000+ ",None,$150 - $199,50 - 249,"Manchester ,",None,https://clutch.co/profile/holdens,https://holdensagency.com/,hello@holdensagency.com,"
161.834.8800 "
Bloom," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/bloom,https://bloom-london.com/,hello@bloom-london.com,"
44.20.7924.4533 "
Dinosaur," $10,000+ ",None,$150 - $199,50 - 249,"Manchester,",None,https://clutch.co/profile/dinosaur,https://dinosaur.co.uk/,mark@dinosaur.co.uk,"
0161.831.0831 "
River Group," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/river-group,http://www.therivergroup.co.uk/,info@therivergroup.co.uk,"
+44.20.7420.7000 "
McCann Manchester," $10,000+ ",None,$150 - $199,50 - 249,"Prestbury,",None,https://clutch.co/profile/mccann-manchester,http://www.mccannmanchester.com/,ManMe.Reception@mccann.com,"
162.582.2200 "
Blueberry Wave," $10,000+ ",None,$150 - $199,50 - 249,"Cirencester,",None,https://clutch.co/profile/blueberry-wave,http://www.blueberrywave.com/,theblueberries@blueberrywave.com,"
01285.648.181 "
Lucky Generals," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/lucky-generals,http://www.luckygenerals.com/,HQ@luckygenerals.com,"
+44.(0)203.371.6360 "
87AM," $5,000+ ",None,$50 - $99,50 - 249,"NEW YORK,",NY,https://clutch.co/profile/87am,http://87am.com/,info@87AM.com,"
646.626.5555 "
Apples & Arrows," $5,000+ ",None,$100 - $149,2 - 9,"Wichita,",KS,https://clutch.co/profile/apples-arrows,http://applesandarrows.com/,hello@applesandarrows.com,"
316.260.1505 "
Trozzolo Communications Group," $5,000+ ",None,$100 - $149,50 - 249,"Kansas City,",MO,https://clutch.co/profile/trozzolo-communications-group,http://www.trozzolo.com,jbrewster@trozzolo.com,"
+1.816.842.8111 "
Copp Media Services," $5,000+ ",None,$100 - $149,2 - 9,"Wichita,",KS,https://clutch.co/profile/copp-media-services,https://coppmedia.com/,info@coppmedia.com,"
316.425.7065 "
Adams & Knight," $10,000+ ",None,$100 - $149,50 - 249,"Avon,",CT,https://clutch.co/profile/adams-knight,https://www.adamsknight.com/,,"
860.676.2300 "
Echoposter.de," $5,000+ ",None,$100 - $149,2 - 9,"Berlin,",None,https://clutch.co/profile/echoposterde,https://echoposter.de/,office@echoposter.de,"
+49.030.5557.1427 "
Whole Wheat Creative," $10,000+ ",None,$150 - $199,2 - 9,"Houston,",TX,https://clutch.co/profile/whole-wheat-creative,http://wholewheatcreative.net/,,"
(713) 993-9339 "
Conexorama," $5,000+ ",None,$25 - $49,10 - 49,"Florianpolis ,",None,https://clutch.co/profile/conexorama,http://conexorama.com/,contato@conexorama.com,"
48.3028.3081 "
Ginga," $5,000+ ",None,$25 - $49,10 - 49,"So Paulo,",None,https://clutch.co/profile/ginga,http://www.ginga.ag/,info@agenciaginga.com.br,"
+55 11 3879 7373 "
Sleek Machine, Undisclosed,None,None,10 - 49,"Boston,",MA,https://clutch.co/profile/sleek-machine,http://sleekmachine.com/,hello@sleekmachine.com,"
857.991.1214 "
Top Pup Media," $5,000+ ",None,$100 - $149,2 - 9,"Dallas,",TX,https://clutch.co/profile/top-pup-media,http://toppupmedia.com/,,"
214.444.3470 "
CH Digital Marketing," $5,000+ ",None,$100 - $149,2 - 9,"Vienna,",None,https://clutch.co/profile/ch-digital-marketing,https://www.chdigital.at/,office@chdigital.at,"
43.1.713.07.75 "
MasterMinds," $10,000+ ",None,$150 - $199,50 - 249,"Philadelphia,",PA,https://clutch.co/profile/masterminds,http://www.mastermindsagency.com/,rleeds@mastermindsagency.com,"
215.866.0099 "
Eggfirst Advertising and Design Pvt Ltd," $5,000+ ",None,$50 - $99,50 - 249,"Mumbai,",None,https://clutch.co/profile/eggfirst-advertising-design,http://www.eggfirst.com/,buildingbeliefs@eggfirst.com,"
224.241.7200 "
DVL Seigenthaler," $10,000+ ",None,$150 - $199,50 - 249,"Nashville,",TN,https://clutch.co/profile/dvl-seigenthaler,http://dvlseigenthaler.com/,hello@dvlseigenthaler.com,"
615.244.1818 "
YYES," $10,000+ ",None,$100 - $149,50 - 249,"Glendale,",CA,https://clutch.co/profile/yyes,https://www.yyes.org,careers@yyes.org,"
818.369.7990 "
BOHAN," $10,000+ ",None,$150 - $199,50 - 249,"Nashville,",TN,https://clutch.co/profile/bohan,http://bohanideas.com/,sday@bohanideas.com,"
615.327.1189 "
All Response Media," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/all-response-media,http://www.allresponsemedia.com/,info@allresponsemedia.com,"
+44 (0) 20 3330 7000 "
Method_," $10,000+ ",None,$150 - $199,50 - 249,"Cambridge ,",None,https://clutch.co/profile/method-1,http://www.methodcreative.co.uk/,hello@methodcreative.co.uk,"
+44.0.122.3491.350 "
Gallegos United," $10,000+ ",None,$100 - $149,50 - 249,"Huntington Beach,",CA,https://clutch.co/profile/gallegos-united,http://gallegosunited.com/,PressInquiries@unitedcollective.com,"
+1.714.794.6400 "
Competence Communication," $5,000+ ",None,$25 - $49,50 - 249,"Porto Alegre,",None,https://clutch.co/profile/competence-communication,http://www.competence.com.br/,rh@competence.com.br,"
+55 51 3014 4500 "
Bond," $10,000+ ",None,$100 - $149,2 - 9,"Athens,",GA,https://clutch.co/profile/bond,http://www.bondcreativegroup.com/,contact@bondcreativegroup.com,"
+1.706.461.8972 "
JBP," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/jbp,http://www.jbp.co.uk/,info@jbp.co.uk,"
02032.670.074 "
Pavone," $10,000+ ",None,$100 - $149,50 - 249,"Harrisburg,",PA,https://clutch.co/profile/pavone,http://www.pavone.net/,mpavone@pavone.net,"
717.234.8886 "
MOI Global," $10,000+ ",None,$150 - $199,50 - 249,"Weybridge,",None,https://clutch.co/profile/moi-global,https://moi-global.com/,,"
1932 826600 "
Hirons," $5,000+ ",None,$100 - $149,50 - 249,"Indianapolis,",IN,https://clutch.co/profile/hirons,http://www.hirons.com/,info@hirons.com,"
+1.317.977.2206 "
Clear M&C Saatchi," $10,000+ ",None,$150 - $199,50 - 249,"London ,",None,https://clutch.co/profile/clear-mc-saatchi,https://www.clearstrategy.com,gary.Hess@clearstrategy.com,"
+44.020.3735.1804 "
Media Agency Group," $10,000+ ",None,$150 - $199,50 - 249,"Manchester,",None,https://clutch.co/profile/media-agency-group,http://www.mediaagencygroup.com/,hello@mediaagencygroup.com,"
+44.(0).161.872.0288 "
Ralph," $5,000+ ",None,$50 - $99,50 - 249,"London,",None,https://clutch.co/profile/ralph,http://www.ralphandco.com/#!/,london@ralphandco.com,"
+44.0.20.3006.6730 "
thelab," $5,000+ ",None,$50 - $99,50 - 249,"New York,",NY,https://clutch.co/profile/thelab,http://thelabnyc.com/,info@thelabnyc.com,"
+1.212.209.1333 "
215 McCann," $10,000+ ",None,$100 - $149,50 - 249,"San Francisco,",CA,https://clutch.co/profile/215-mccann,http://215mccann.com/,,"
415.820.8700 "
Creaxion," $10,000+ ",None,$150 - $199,10 - 49,"Atlanta ,",GA,https://clutch.co/profile/creaxion,http://creaxion.com/,,"
404.321.4322 "
KYNE," $10,000+ ",None,$100 - $149,10 - 49,"New York,",NY,https://clutch.co/profile/kyne,http://www.kyne.com/,info@kyne.com,"
212.594.5500 "
Vest Advertising," $5,000+ ",None,$100 - $149,10 - 49,"Louisville,",KY,https://clutch.co/profile/vest-advertising,https://vestadvertising.com/,adguys@vestadvertising.com,"
+1.502.267.5335 "
Zaiss & Company," $5,000+ ",None,$100 - $149,10 - 49,"Omaha,",NE,https://clutch.co/profile/zaiss-company,https://www.zaissco.com/,mail@zaissco.com,"
+1.402.964.9293 "
Pinta," $5,000+ ",None,$100 - $149,10 - 49,"New York,",NY,https://clutch.co/profile/pinta,http://www.pintausa.com/,info@pintaUSA.com,"
305.615.1111 "
Expand YOUR Brand Consulting," $5,000+ ",None,$100 - $149,10 - 49,"Portland,",OR,https://clutch.co/profile/expand-your-brand-consulting,http://thinkeyb.com/,info@thinkeyb.com,"
503.443.1022 "
Cole & Weber," $10,000+ ",None,$150 - $199,50 - 249,"Seattle,",WA,https://clutch.co/profile/cole-weber,http://www.cwunited.com/,info@cwunited.com,"
206.447.9595 "
Pulsar," $10,000+ ",None,$150 - $199,50 - 249,"Chicago,",IL,https://clutch.co/profile/pulsar,http://pulsaradvertising.com/,info@pulsaradvertising.com,"
323.302.5100 "
Quattro Direct," $10,000+ ",None,$150 - $199,50 - 249,"Berwyn,",PA,https://clutch.co/profile/quattro-direct,http://quattrodirect.com/agency/,info@quattrodirect.com,"
610.993.0070 "
Pedro Juan y Diego," $5,000+ ",None,$25 - $49,50 - 249,"Vitacura,",None,https://clutch.co/profile/pedro-juan-y-diego,http://www.pedrojuanydiego.cl/,contacto@pedrojuanydiego.cl,"
(+56) 224.831.800 "
Shepherd," $10,000+ ",None,$150 - $199,50 - 249,"Duluth,",GA,https://clutch.co/profile/shepherd,https://www.shepherdagency.com/,Mike@ShepherdAgency.com,"
877.896.8774 "
The Buntin Group," $10,000+ ",None,$100 - $149,50 - 249,"Nashville,",TN,https://clutch.co/profile/buntin-group,http://www.buntingroup.com/,jbuntinjr@buntingroup.com,"
615.244.5720 "
Santy," $10,000+ ",None,$150 - $199,50 - 249,"Scottsdale,",AZ,https://clutch.co/profile/santy,http://www.santy.com/,dsanty@santy.com,"
888.679.3685 "
Malone Media Group," $10,000+ ",None,$150 - $199,50 - 249,"Houston,",TX,https://clutch.co/profile/malone-media-group,http://malonemediagroup.com/,,"
832.427.6420 "
Hand Made," $5,000+ ",None,$50 - $99,50 - 249,"Krakw ,",None,https://clutch.co/profile/hand-made,http://www.hand-made.pl/,,"
4812.350.5722 "
Being There," $10,000+ ",None,$100 - $149,50 - 249,"Amsterdam,",None,https://clutch.co/profile/being-there,http://there.nl/index.php/over-ons,olivier@there.nl,"
020.572.1721 "
Brothers and Sisters," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/brothers-sisters,http://www.brothersandsisters.co.uk/,hello@brothersandsisters.co.uk,"
207.199.3100 "
LMA Marketing + Advertising," $10,000+ ",None,$150 - $199,2 - 9,"San Diego,",CA,https://clutch.co/profile/lma-marketing-advertising,http://www.lmaworldwide.com/,,"
858.537.9600 "
Red Circle Agency," $10,000+ ",None,$100 - $149,50 - 249,"Minneapolis,",MN,https://clutch.co/profile/red-circle-agency,http://redcircleagency.com/,info@redcircleagency.com,"
612.372.4612 "
Cannonball," $10,000+ ",None,$100 - $149,50 - 249,"St. Louis,",MO,https://clutch.co/profile/cannonball,http://www.cannonballagency.com/,stacey@cannonballagency.com,"
314.445.6400 "
Take 5 Media Group," $5,000+ ",None,None,50 - 249,"Boca Raton,",FL,https://clutch.co/profile/take-5-media-group,https://take5mg.com/,jlicciardi@take5mg.com,"
561.819.5555 "
They.pl," $5,000+ ",None,$25 - $49,50 - 249,"Warszawa,",None,https://clutch.co/profile/theypl,https://www.they.pl,they@they.pl,"
48.22.479.49.30 "
The Brand Nation," $10,000+ ",None,$100 - $149,50 - 249,"Paris ,",None,https://clutch.co/profile/brand-nation,https://thebrandnation.com/,newbiz@thebrandnation.com,"
+33.014.212.4800 "
ACHTUNG! Amsterdam," $10,000+ ",None,$100 - $149,50 - 249,"Amsterdam,",None,https://clutch.co/profile/achtung-amsterdam,https://achtung.nl/,office@achtung.nl,"
+31.20.623.26.96 "
Biddible," $10,000+ ",None,$150 - $199,2 - 9,"Newcastle Upon Tyne,",None,https://clutch.co/profile/biddible,http://www.biddible.co.uk/,hello@biddible.co.uk,"
191.484.1235 "
CHS," $10,000+ ",None,$150 - $199,50 - 249,"Dorset,",None,https://clutch.co/profile/chs,http://www.chscreative.com/,hello@chscreative.com,"
+44 (0)1202.473423 "
Rapier," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/rapier,http://www.rapieruk.com/,hello@rapieruk.com,"
207.462.1480 "
AMS Media Group," $10,000+ ",None,$150 - $199,50 - 249,"Kings Cross,",None,https://clutch.co/profile/ams-media-group,http://www.amsgroup.co.uk,ambition@amsgroup.co.uk,"
+44.20.7843.6900 "
L2TMedia," $1,000+ ",None,$50 - $99,50 - 249,"Evanston,",IL,https://clutch.co/profile/l2tmedia,https://www.l2tmedia.com/,info@l2tmedia.com,"
888.331.9292 "
Initials," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/initials,https://www.initials.co.uk/,social@worldofinitials.co.uk,"
+44.020.7747.7400 "
Winfield & Associates," $5,000+ ",None,$100 - $149,2 - 9,"Cary,",NC,https://clutch.co/profile/winfield-associates,https://www.winfieldandassociates.com/,erics@winfieldandassociates.com,"
919.861.0620 "
